PLANET,MASS,RADIUS,PERIOD,ECC,OMEGA,THZC,THZO,TEQA,TEQB,TEQC,TEQD,OHZIN,CHZIN,CHZOUT,OHZOUT
TRAPPIST-1 b                  ,  0.004,  0.100,      1.5,0.000, 90.0,  0.0,  0.0, 472.8, 397.6, 472.8, 397.6,  0.019,  0.025,  0.050,  0.053
TRAPPIST-1 c                  ,  0.004,  0.098,      2.4,0.000, 90.0,  0.0,  0.0, 404.1, 339.8, 404.1, 339.8,  0.019,  0.025,  0.050,  0.053
TRAPPIST-1 d                  ,  0.001,  0.070,      4.0,0.000, 90.0,  0.0,100.0, 340.4, 286.2, 340.4, 286.2,  0.019,  0.025,  0.050,  0.053
TRAPPIST-1 e                  ,  0.002,  0.082,      6.1,0.000, 90.0,100.0,100.0, 297.0, 249.7, 297.0, 249.7,  0.019,  0.025,  0.050,  0.053
TRAPPIST-1 f                  ,  0.003,  0.093,      9.2,0.000, 90.0,100.0,100.0, 258.9, 217.7, 258.9, 217.7,  0.019,  0.025,  0.050,  0.053
TRAPPIST-1 g                  ,  0.004,  0.101,     12.4,0.000, 90.0,100.0,100.0, 234.7, 197.4, 234.7, 197.4,  0.019,  0.025,  0.050,  0.053
TRAPPIST-1 h                  ,  0.001,  0.067,     18.8,0.000, 90.0,  0.0,  0.0, 204.2, 171.7, 204.2, 171.7,  0.019,  0.025,  0.050,  0.053
TrES-1 b                      ,  0.840,  1.130,      3.0,0.000, 90.0,  0.0,  0.0,1356.8,1140.9,1356.8,1140.9,  0.539,  0.683,  1.226,  1.293
TrES-2 b                      ,  1.490,  1.360,      2.5,0.000, 90.0,  0.0,  0.0,1783.2,1499.5,1783.2,1499.5,  0.858,  1.087,  1.913,  2.018
TrES-3 b                      ,  1.910,  1.336,      1.3,0.000, 90.0,  0.0,  0.0,1949.6,1639.4,1949.6,1639.4,  0.598,  0.757,  1.340,  1.413
TrES-4 b                      ,  0.780,  1.610,      3.6,0.000, 90.0,  0.0,  0.0,2118.1,1781.1,2118.1,1781.1,  1.399,  1.771,  3.094,  3.263
TrES-5 b                      ,  1.790,  1.194,      1.5,0.000, 90.0,  0.0,  0.0,1761.5,1481.2,1761.5,1481.2,  0.540,  0.684,  1.230,  1.297
TYC 0434-04538-1 b            ,  6.100,       ,    193.2,0.080,196.0,  0.0,  0.0,1111.6, 934.8,1026.0, 862.8,  5.433,  6.881, 12.623, 13.314
TYC 1422-614-1 b              ,  2.500,       ,    198.4,0.060, 50.0,  0.0,  0.0, 894.6, 752.3, 842.5, 708.4,  3.739,  4.736,  8.639,  9.112
TYC 1422-614-1 c              , 10.000,       ,    559.3,0.048,130.0,  0.0,  0.0, 630.9, 530.5, 601.3, 505.6,  3.739,  4.736,  8.639,  9.112
TYC 2187-512-1 b              ,  0.330,       ,    691.9,0.050,  3.7,  0.0,  0.0, 139.0, 116.8, 132.2, 111.1,  0.166,  0.211,  0.404,  0.426
TYC 3318-01333-1 b            ,  3.420,       ,    562.0,0.098,129.0,  0.0,  0.0, 588.6, 494.9, 533.5, 448.6,  3.186,  4.036,  7.372,  7.776
TYC 3667-1280-1 b             ,  5.400,       ,     26.5,0.036,240.0,  0.0,  0.0,1629.2,1370.0,1571.6,1321.5,  3.812,  4.828,  8.694,  9.170
TYC 4282-00605-1 b            , 10.780,       ,    101.5,0.280,288.9,  0.0,  0.0,1804.3,1517.2,1353.2,1137.9,  7.256,  9.191, 17.159, 18.098
